polygon_id,ring_id,is_hole,x_m,y_m
0,0,0,-0.81198000000000004,5.9383100000000004
0,0,0,-0.79486000000000001,5.9420400000000004
0,0,0,-0.77761000000000002,5.9454599999999997
0,0,0,-0.76024999999999998,5.94855
0,0,0,-0.73675000000000002,5.9517899999999999
0,0,0,-0.71313000000000004,5.9546099999999997
0,0,0,-0.68940999999999997,5.9570100000000004
0,0,0,-0.67079,5.9557599999999997
0,0,0,-0.65212000000000003,5.9542900000000003
0,0,0,-0.63341999999999998,5.9525899999999998
0,0,0,-0.61133000000000004,5.9511500000000002
0,0,0,-0.58918000000000004,5.9492700000000003
0,0,0,-0.56701999999999997,5.9469599999999998
0,0,0,-0.54607000000000006,5.9411699999999996
0,0,0,-0.52512000000000003,5.9352799999999997
0,0,0,-0.50051000000000001,5.9292400000000001
0,0,0,-0.47591,5.92286
0,0,0,-0.45839999999999997,5.9159100000000002
0,0,0,-0.44089,5.9089200000000002
0,0,0,-0.42359000000000002,5.9031099999999999
0,0,0,-0.40632000000000001,5.8969899999999997
0,0,0,-0.37763999999999998,5.8871500000000001
0,0,0,-0.34902,5.87697
0,0,0,-0.32235999999999998,5.86409
0,0,0,-0.29579,5.8508199999999997
0,0,0,-0.27855999999999997,5.8428399999999998
0,0,0,-0.26141999999999999,5.8345399999999996
0,0,0,-0.24439,5.82592
0,0,0,-0.22747000000000001,5.81698
0,0,0,-0.20946000000000001,5.8035600000000001
0,0,0,-0.19157000000000002,5.7898699999999996
0,0,0,-0.17380999999999999,5.7759099999999997
0,0,0,-0.15528,5.7585899999999999
0,0,0,-0.13680000000000006,5.7411799999999999
0,0,0,-0.11836000000000002,5.7236799999999999
0,0,0,-0.10231000000000001,5.7097100000000003
0,0,0,-0.086480000000000001,5.6954000000000002
0,0,0,-0.070860000000000006,5.6807299999999996
0,0,0,-0.055480000000000002,5.6657400000000004
0,0,0,-0.037200000000000011,5.6424200000000004
0,0,0,-0.019109999999999988,5.6188500000000001
0,0,0,-0.0012200000000000058,5.5950499999999996
